SKU,End Customer,Region,Group(MPN),Business Unit,Family,Types,Type,Variable,07/01/2018,07/08/2018,07/15/2018,07/22/2018,07/29/2018,08/05/2018,08/12/2018,08/19/2018,08/26/2018,09/02/2018,09/09/2018,09/16/2018,09/23/2018,09/30/2018,10/07/2018,10/14/2018,10/21/2018,10/28/2018,11/04/2018,11/11/2018,11/18/2018,11/25/2018,12/02/2018,12/09/2018,12/16/2018,12/23/2018,12/30/2018,01/06/2019,01/13/2019,01/20/2019,01/27/2019,02/03/2019,02/10/2019,02/17/2019,02/24/2019,03/03/2019,03/10/2019,03/17/2019,03/24/2019,03/31/2019,04/07/2019,04/14/2019,04/21/2019,04/28/2019,05/05/2019,05/12/2019,05/19/2019,05/26/2019,06/02/2019,06/09/2019,06/16/2019,06/23/2019,06/30/2019,07/07/2019,07/14/2019,07/21/2019,07/28/2019,08/04/2019,08/11/2019,08/18/2019,08/25/2019,09/01/2019,09/08/2019,09/15/2019,09/22/2019,09/29/2019,10/06/2019,10/13/2019,10/20/2019,10/27/2019,11/03/2019,11/10/2019,11/17/2019,11/24/2019,12/01/2019,12/08/2019,12/15/2019,12/22/2019,12/29/2019,01/05/2020,01/12/2020,01/19/2020,01/26/2020,02/02/2020,02/09/2020,02/16/2020,02/23/2020,03/01/2020,03/08/2020,03/15/2020,03/22/2020,03/29/2020,04/05/2020,04/12/2020,04/19/2020,04/26/2020,05/03/2020,05/10/2020,05/17/2020,05/24/2020,05/31/2020,06/07/2020,06/14/2020,06/21/2020,06/28/2020,07/05/2020,07/12/2020,07/19/2020,07/26/2020,08/02/2020,08/09/2020,08/16/2020,08/23/2020,08/30/2020
945-13430-2505-000,,,SHIELD Console,MG,T214,SY,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7436,7472,6440,5352,3460,11022,11300,9633,6882,7650,9179,5312,8216,8548,5667,4670,1719,2127,920,530,65,65,2258,2671,727,1207,1200,1732,960,960,0,1680,480,1320,960,747,2094,2828,668,881,1746,772,52,52,2400,1920,960,0,1248,1065,1533,2048,2092,2127,2231,2288
945-13430-2505-000,,,SHIELD Console,MG,T214,SY,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,10000,9175,6676,6350,6857,2424,4738,6058,3738,2826,,720,,,,,2160,2664,720,1200,1200,1732,960,960,,1680,480,1320,960,480,1680,2400,240,720,1680,720,,,2400,1920,960,,720,,,,,,,
945-13430-2505-000,,,SHIELD Console,MG,T214,SY,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,64,64,64,64,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,613,3513,7063,12510,21043,29043,34833,43468,51778,61510,69462,76421,82571,88293,93405,97737,102270,107973,112117,115025,119815,124207,129246,132971,136292,139438,145023,150050,152742,154462,158554,162137,165633,169561,173637,179206,184237,189277,194276,199994,205650,211727,217707
945-13450-0000-100,,,Jetson Nano Devkit,HH,T210,BD,Raw Demand,Demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4327,4259,7189,7663,6528,8611,9031,10373,11370,10733,11315,11240,10865,8567,9816,8622,10000,11083,7949,7404,7686,6862,7635,9378,8126,6886,6591,4928,7061,8173,4459,8480,6338,8236,8895,5968
945-13450-0000-100,,,Jetson Nano Devkit,HH,T210,BD,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064.5,4129,6193.5,8258,7872,7486,7100,6714,7165.5,7617,8068.5,8520,8520,8117.75,7715.5,7313.25,6911,6113.5,5316,4518.5,3721,4253.95,4786.9,5319.85,5852.8,5852.8,6171.6,6490.4,6809.2,7128,7186.25,7244.5,7302.75,7361
945-13450-0000-100,,,Jetson Nano Devkit,HH,T210,BD,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,3200,4800,6400,6400,6925,7450,7975,8500,8500,8500,8500,8500,8375,8250,8125,8000,8000,8000,8000,8000,8000,7000,6000,5000,4000,4600,5200,5800,6400,6400,6300,6200,6100,6000,6000,6000,6000,6000
945-13450-0000-100,,,Jetson Nano Devkit,HH,T210,BD,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2589,5680,4870,6195,4050,7339,7991,5955,7579,5474,11442,6605,9239,8455,9469,11164,8812,8451,9270,7779,5845,7093,6198,9057,10850,8056,7520,7750
945-13450-0000-100,,,Jetson Nano Devkit,HH,T210,BD,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140,4581,3122,4012,2192,6028,7241,5538,7186,5021,10865,6130,8804,7460,7930,8765,5551,5071,5784,4235,2461,3336,1947,4349,4992,3368,3460,4266,3458,3880,4260,3426,8733,5968
945-13450-0000-100,,,Jetson Nano Devkit,HH,T210,BD,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,350,2110,4920,8462,13145,16757,20210,27284,34983,42864,50034,60241,68708,81244,91260,101027,115103,123541,137864,153538,165802,179298,185572,197011,211916,227734,242786,256484
945-82972-0040-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Demand,Demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,315,162,580,651,1130,1396,1690,1432,1319,1139,1571,1500,827,1215,758,782,848,740,795,889,840,229,473,518,818,727,832,1200,1323,1177,1230,1064,804,880,829,746,923,946
945-82972-0040-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.25,522.5,783.75,1045,1032.75,1020.5,1008.25,996,956,916,875.999,835.999,835.999,766.999,697.999,628.998,559.998,560.748,561.498,562.248,562.998,625.448,687.899,750.35,812.8,812.8,824.6,836.4,848.2,860,860.5,861,861.5,862
945-82972-0040-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,180,270,360,360,445,530,615,700,750,800,850,900,875,850,825,800,800,800,800,800,800,775,750,725,700,705,710,715,720,720,752.5,785,817.5,850,850,850,850,850
945-82972-0040-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,90,95,95,373,720,2026,2022,1376,1949,2142,2308,1678,1546,1235,1353,1280,969,845,836,844,467,689,737,775,790,487,847,1062,1138,1519,1211,1023,1072,1161,1050,1202,1306
945-82972-0040-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,90,90,90,297,511,1687,1574,912,1520,1737,1886,1192,1044,819,1063,1141,865,680,602,535,177,420,463,551,536,200,450,598,737,1084,851,642,633,764,672,847,946
945-82972-0040-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,287,793,1209,1570,1775,1819,2051,2499,2595,3263,4035,4636,5529,6385,7173,7672,8154,8811,9305,9805,10305,10915,11125,11530,12075,13045,13721,14522,15277,16012,16604,17007,17007
945-82972-0045-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Demand,Demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,346,448,469,319,315,239,290,311,335,431,395,379,96,336,420,472,517,321,166,243,375,376,387,284,177,293,289,259,197,161,268,416,396,475,489,417
945-82972-0045-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,91,136.5,182,246.5,311,375.5,440,426.8,413.6,400.4,387.2,387.2,368.9,350.6,332.3,314,328.25,342.5,356.75,371,312.65,254.3,195.95,137.6,137.6,204.95,272.3,339.65,407,398,389,380,371
945-82972-0045-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,110,165,220,220,240,260,280,300,300,300,300,300,305,310,315,320,320,302.5,285,267.5,250,287.5,325,362.5,400,380,360,340,320,320,302.5,285,267.5,250,250,250,250,250
945-82972-0045-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,336,276,173,214,228,344,379,378,388,323,396,346,426,484,512,350,325,273,236,318,435,244,132,116,193,167,66,47,170,312,353,503,527,501
945-82972-0045-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,308,230,108,141,174,302,350,350,361,302,381,338,426,456,456,266,210,165,133,229,371,186,82,67,150,139,33,1,101,220,260,415,441,417
945-82972-0045-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,132,373,572,854,945,1048,1127,1182,1341,1415,1478,1578,1681,1738,1766,1927,2156,2272,2354,2510,2729,3061,3278,3405,3596,3801,4075,4218,4383,4513
945-82972-0046-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Demand,Demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,130,130,130,,230,430,560,860,660,594,710,594,372,784,917,931,1251,400,735,1257,1437,1294,1187,855,1125,810,706,844,587,751,929,787,1010,798,1046
945-82972-0046-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5,165,247.5,330,357.5,385,412.5,440,504,568,632,696,696,693.25,690.5,687.75,685,778.75,872.5,966.25,1060,920.6,781.2,641.8,502.4,502.4,569.3,636.2,703.1,770,777.5,785,792.5,800
945-82972-0046-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,140,210,280,280,310,340,370,400,400,400,400,400,408,416,424,432,432,411.5,391,370.5,350,462.5,575,687.5,800,740,680,620,560,560,626.25,692.5,758.75,825,825,825,825,825
945-82972-0046-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,87,148,361,330,400,411,509,711,477,295,720,903,807,837,716,721,700,267,402,830,863,893,950,812,649,473,706,747,711,919,1145,1007,956,820,1270
945-82972-0046-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,100,100,100,200,430,200,10,340,570,540,650,684,688,666,232,387,769,757,749,782,702,585,448,706,666,540,652,784,671,654,558,1046
945-82972-0046-000,,,Jetson AGX Xavier DevKit 32GB,HH,T194,SY,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,230,354,473,466,296,320,503,434,500,502,494,488,437,406,399,470,527,599,564,527,539,866,1023,1169,1558,1658,1967,2076,2407,2913,2753,2753
GM108-670-A2,,,GeForce 940MX,MB,M108,CH,Raw Demand,Demand,249821,293715,422189,390470,381064,343984,265252,310373,304707,340801,293184,257488,280038,335334,526840,494649,450992,346947,152623,240443,250838,240730,208451,148647,121187,101109,104158,153454,153460,175873,172888,148449,208968,200816,216958,191618,190334,190119,179840,168176,137251,120746,126324,159550,150092,190853,177016,196866,174637,139464,181356,126726,145619,146425,151150,164628,174687,188269,168850,161194,142533,170672,165503,142441,155082,105587,85411,105298,106935,117511,117028,125942,91610,108734,155855,120833,133024,106567,70131,103142,79486,105482,113357,118731,145515,145279,195698,237783,199720,239329,174330,149564,128439,77190,69104,65954,76996,71322,77935,84912,101180,118050,95137,116705,101616,91787,108653,139924,224462,217030,236830,195914,93755,89030
GM108-670-A2,,,GeForce 940MX,MB,M108,CH,Raw Forecast,BUF,254171,275204.8,318866.6,345955.9,373045.2,400134.5,348520.75,345505.75,342490.75,339475.75,377829.7,376839.4,375849.1,374858.8,367540.8,334455.85,283963.65,233471.45,182979.25,189808.75,198999.25,208189.75,220131.25,197709.1,190333.2,182957.3,172830.4,172830.4,200299.55,193691.2,187082.85,180474.5,169094.5,190581,212067.5,233554,226319.65,208716.7,191113.75,173510.8,161931.2,178404.15,183894.1,189384.05,194874,185883.75,185202.5,184521.25,183840,163298.9,145350.4,127401.9,109453.4,109372,122249.25,136007,149764.75,163522.5,156713.75,155928.25,155142.75,154357.25,154493.35,140987.1,127480.85,113974.6,107236,113751.998,116740.998,119729.998,122718.997,113218.999,106195.999,99173,102505.249,108580.249,115705.249,122830.248,119599.999,119599.999,136058.749,152517.5,168976.25,185435,185039.249,184643.498,184247.748,183851.997,162345.197,140838.397,119331.597,97824.797,97824.797,93905.347,89985.897,86066.448,82146.998,80074.248,78001.498,75928.748,73855.998,69568.798,65281.599,60994.399,56707.199,56707.199,70103.899,83500.598,96897.298,110293.997,116095.247,121896.497,127697.746,133498.996
GM108-670-A2,,,GeForce 940MX,MB,M108,CH,Raw Forecast,JFF,187878.599,189604.8,254666.6,303029.399,351392.199,399754.998,350953.747,348065.247,345176.746,342288.246,338989.696,317400.197,295810.698,274221.199,285144,272657.5,255848.999,239040.499,222231.999,233915.498,230021.498,226127.498,224984.67,197709.296,190333.422,182957.548,172830.501,172830.501,175299.539,168691.164,162082.788,155474.413,157019.499,178505.999,199992.499,221478.999,226319.65,208716.699,191113.748,173510.797,161931.197,178404.147,183894.096,189384.046,194873.996,185883.747,185202.498,184521.249,183840,163299.7,145351.199,127402.698,109454.198,109371.997,122249.247,136006.997,149764.747,163522.497,139213.746,133612.497,128011.248,122409.999,137246.099,128555.599,119865.099,111174.599,107236,113751.998,116740.998,119729.998,122718.997,113218.998,106195.999,99172.999,102505.249,108520.248,115585.248,122650.248,119359.998,119359.998,124478.748,129597.498,134716.247,139834.997,150839.998,161844.998,172849.999,183855,162346.65,140838.3,119329.949,97821.599,97821.599,93903.449,89985.3,86067.15,82149,80076.25,78003.5,75930.75,73858,69570.3,65282.599,60994.899,56707.198,56707.198,70104.649,83502.099,96899.549,110296.999,116096.749,121896.499,127696.249,133495.999
GM108-670-A2,,,GeForce 940MX,MB,M108,CH,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214251,237452,206039,209874,225825,227750,244907,173941,182875,196199,213548,231538,216803,210688,191915,197288,210571,200983,181026,160647,145983,159751,145946,156704,203061,214518,209433,238855,223123,177852,182353,153040,113078,106609,140599,90633,102206,105544,129373,115730,114676,109838,124342,114627,113556,108024,116760,152487,154105,174714,198147,176578,238867,222639,140655,126550
GM108-670-A2,,,GeForce 940MX,MB,M108,CH,Raw Forecast,RollingDemand,188968,304486,287965,314000,387101,406255,293773,320026,341517,374329,370728,349132,353826,318064,387278,430083,447778,412182,163486,227504,263647,233212,218539,141862,175612,171811,186411,152796,259990,219966,319950,200666,162534,226245,272401,229765,157679,192689,212161,181912,129399,139537,157728,150748,157741,188260,213973,176023,199407,143569,157087,128125,113176,113200,85842,157504,156960,181355,142243,173190,148871,157269,166165,159154,168133,102075,97814,117087,142123,157276,168497,159185,137968,138108,147583,151435,146627,142178,140761,159751,137914,141471,179907,182650,176224,210522,200179,161908,175308,148320,109810,102435,128419,73976,82173,77886,100659,84953,81272,74911,88194,77890,75785,71198,71206,90051,91071,122353,165107,153789,215413,189955,98755,89030
GM108-670-A2,,,GeForce 940MX,MB,M108,CH,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GP108-651-A1,,,GeForce MX250,MB,P108,CH,Raw Demand,Demand,700,700,1455,1381,1377,1497,1052,1233,1764,2462,3244,2885,2199,3692,3248,4452,5151,3764,4464,5594,6150,8861,23195,21481,56000,55845,55887,71128,69573,73553,105253,146223,207231,236024,219108,351684,351202,368302,436718,286955,345197,319563,383110,468181,432079,495518,427027,416023,386015,362664,328401,336815,376432,324686,449824,535097,545396,638853,613846,581197,639469,682802,661409,533393,584787,669873,557197,878918,798789,736422,1042218,842998,1040433,1014720,1129790,1015344,715127,733378,497154,457932,361119,238185,286408,394729,520593,453829,391772,337441,195717,283495,222568,227892,258149,393157,633599,643567,635554,610945,391754,348727,151624,155013,150763,163801,147588,156211,172129,186518,209700,214477,152153,129001,102819,54519
GP108-651-A1,,,GeForce MX250,MB,P108,CH,Raw Forecast,BUF,,,,,,,,,,,,2,4,6,8,6,200.5,395,589.5,9602,11682,13762,15514.25,26448.95,44119.65,61790.35,79788.8,79788.8,112159.6,141708.65,171257.7,200806.75,222065.5,248716.25,275367,302017.75,315609.8,346052.6,376495.4,406938.2,426359.2,400342.4,398946.85,397551.3,396155.75,411988.25,384581.75,357175.25,329768.75,293451.25,279344.7,265238.15,251131.6,254724.8,296996.35,374945.65,452894.95,530844.25,533291.5,534486.75,535682,536877.25,540931.85,589553.5,638175.149,686796.799,765789.598,723686.198,770294.549,816902.899,863511.25,882879,831893.5,780908,822637.75,775706,710415.75,645125.5,487120,487120,484177.25,481234.499,478291.748,475348.998,426082.998,376816.999,327550.999,278284.999,243144.549,208004.099,172863.649,137723.199,137723.199,257436.899,377150.6,496864.3,616578,497555.75,378533.5,259511.25,140489,135641.55,130794.099,125946.649,121099.198,121099.198,132321.398,143543.598,154765.798,165987.998,154684.498,143380.999,132077.5,120774
GP108-651-A1,,,GeForce MX250,MB,P108,CH,Raw Forecast,JFF,,,,,,,,,,,,2,4,6,8,6,200.5,395,589.5,3352,5432,7512,9264.25,26448.949,44119.648,61790.348,79788.797,79788.797,112159.597,141708.647,171257.697,200806.747,222065.497,248716.247,275366.998,302017.748,315609.798,346052.599,376495.399,406938.2,426359.2,400342.399,398946.848,397551.298,396155.747,411988.247,384581.998,357175.749,329769.5,306251.8,292145,278038.199,263931.399,254724.798,309496.349,390385.648,471274.948,552164.248,540111.499,534362.999,528614.499,522865.999,528920.599,581545.999,634171.399,686796.798,765789.598,656186.198,689217.299,722248.399,755279.5,829647.25,792238.999,754830.749,810137.749,771985.999,702975.749,633965.499,472239.999,472239.999,462742.249,453244.498,443746.748,434248.997,394382.748,354516.498,314650.249,274784,239860.6,204937.2,170013.8,135090.4,135090.4,254837.05,374583.7,494330.349,614076.999,495680.249,377283.5,258886.75,140490,136122.3,131754.599,127386.899,123019.198,123019.198,133761.649,144504.099,155246.55,165989,154685.25,143381.5,132077.75,120774
GP108-651-A1,,,GeForce MX250,MB,P108,CH,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799742,755576,727844,772231,915579,935079,1075607,1272515,1366316,1432870,1400912,1226844,1233013,1265186,1191480,1190644,997941,1099750,799649,880189,629551,564108,467496,349748,401181,485981,530704,498891,420337,327410,175266,170828,156948,161555,299587,264894,337265,731218,676313,646415,394586,397667,207738,166788,164690,149706,155984,183106,204563,233077,250781,227908,162425,111278,90091,74955
GP108-651-A1,,,GeForce MX250,MB,P108,CH,Raw Forecast,RollingDemand,,,,700,,796,648,696,120,1360,1461,1595,1618,942,302,2591,2841,1092,2792,2583,3010,4102,5841,8051,40345,51780,43215,81268,74254,106278,139398,173640,149421,252847,268562,212232,310685,385298,471169,297333,371921,363927,313346,456946,384723,473020,462716,421619,400833,390676,361869,305454,311654,329065,316951,411098,503496,601023,586496,570276,558099,616930,727613,679745,735550,810384,835306,939693,986881,940000,1060995,1106806,1047112,1052137,856195,969579,692397,792885,577637,544454,450225,336196,378321,452882,494681,467890,394899,311244,168445,165896,149228,144244,181924,142689,216646,605892,644775,613405,361030,366850,175959,138456,133919,125885,139787,169598,195491,225830,240666,212658,145562,93057,69629,54519
GP108-651-A1,,,GeForce MX250,MB,P108,CH,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODNX10-R-A1,,,Mariko - Nintendo,HH,T214,CH,Raw Demand,Demand,,,,,300,3500,3500,3500,3200,,,52800,116800,908300,1699500,1646700,1582700,791200,300,300,300,300,,,,,100,3100,3100,3100,3000,,,,,,,105600,107200,107200,107200,91200,1390400,1390400,2420800,2331200,2628800,3531500,2501100,2501100,2542700,2368000,2888000,2888000,1686500,2507300,2686500,3942500,4529600,3907200,3902400,3243200,3048000,2121600,1828800,1249600,419200,1016000,1105600,1297600,1468800,877462,879062,1123862,1533462,1528100,1246500,995300,864100,1049600,944000,835200,467200,483200,728000,897700,1038500,1481700,1726500,2236800,2643200,2756800,3112000,2337600,2659300,2756900,2124900,2600100,2164800,2152000,2179300,1704100,1188900,1648100,2572800,2572800,3792000,3512000,2705600,3406400,2900700,2588700,2870300,2889500
ODNX10-R-A1,,,Mariko - Nintendo,HH,T214,CH,Raw Forecast,BUF,,,800,1600,2400,3200,2400,1600,800,,23360,363200,703040,1042880,1359360,1019520,679680,339840,,,,,,,,,,,,,,,,,,,21120,42560,64000,85440,85760,669520,1253280,1837040,2420800,2440800,2460875,2480950,2501025,2407025,2359350,2311675,2264000,2310400,2970800,3631200,4291600,4952000,4480000,4260400,4040800,3821200,3258400,2609280,1960160,1311040,1477120,1325840,1323760,1321680,1319600,1483600,1498400,1513200,1529365.5,1442405.5,1355445.5,1268485.5,1180160,1180160,1159520,1138880,1118240,1097600,1099600,1101600,1103600,1105600,1570640,2035680,2500720,2965760,2965760,2874320,2782880,2691440,2600000,2494800,2389600,2284400,2179200,2392800,2606400,2820000,3033600,3033600,3126800,3220000,3313200,3406400,3276400,3146400,3016400,2886400
ODNX10-R-A1,,,Mariko - Nintendo,HH,T214,CH,Raw Forecast,JFF,160,160,920,1730,2540,3350,2550,1700,850,,339840,679680,1019520,1359360,1359360,1019520,679680,339840,,,,,,,,,,,,,,,,,,,21120,42560,64000,85440,85760,669520,1253280,1837040,2420800,2440800,2460875,2480950,2501025,2407025,2359350,2311675,2264000,2310400,2970800,3631200,4291600,4952000,4480000,4260400,4040800,3821200,3258400,2609280,1960160,1311040,1477120,1325840,1323760,1321680,1319600,1483600,1498400,1513200,1529365.5,1367405.5,1205445.5,1043485.5,880160,880160,781670,683180,584690,486200,641050,795900,950750,1105600,1570640,2035680,2500720,2965760,2965760,2874320,2782880,2691440,2600000,2494800,2389600,2284400,2179200,2392800,2606400,2820000,3033600,3033600,3127550,3221500,3315450,3409400,3278650,3147900,3017150,2886400
ODNX10-R-A1,,,Mariko - Nintendo,HH,T214,CH,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212800,4195200,4416000,4044800,3048000,2121600,2140800,1846400,419200,1016000,986967,1340449,1534399,962877,970748,1232828,1329345,1636605,1147867,1392167,943400,1267700,1284800,1286400,467200,750400,992000,897600,1038400,1105600,1726500,2473600,3124800,3152000,3112000,2337600,2659200,2756800,2124900,2600100,2164800,1990400,2179200,1704100,1188900,1648100,2572800,3792000,3792012,3836825,2705639,3406455,2897660,2585664,2867367,2889568
ODNX10-R-A1,,,Mariko - Nintendo,HH,T214,CH,Raw Forecast,RollingDemand,200,200,,,,3500,3500,3500,3200,,,51200,116800,908000,1699200,1646700,1582700,791200,,300,300,300,,,,,,100,3100,3100,3000,,,,,,,105600,107200,107200,107200,1600,1390400,1390400,2420800,2331200,2628800,3531500,2501100,2501100,3270700,2656000,2888000,2888000,1248000,2507300,1987300,4952100,4212800,4195200,4416000,4044800,3048000,2121600,2140800,1846400,419200,1016000,964800,1297600,1468800,872000,873600,1123862,1221462,1528000,1035200,1291200,864100,1214400,1264000,1286400,467200,750400,992000,897600,1038400,1105600,1726500,2473600,3124800,3152000,3112000,2337600,2659200,2756800,2124900,2600100,2164800,1990400,2179200,1704100,1188900,1648100,2572800,3792000,3792000,3836800,2705600,3406400,2897600,2585600,2867300,2889500
ODNX10-R-A1,,,Mariko - Nintendo,HH,T214,CH,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
