SKU,End Customer,Region,Group(MPN),Business Unit,Family,Types,Type,Variable,07/01/2018,07/08/2018,07/15/2018,07/22/2018,07/29/2018,08/05/2018,08/12/2018,08/19/2018,08/26/2018,09/02/2018,09/09/2018,09/16/2018,09/23/2018,09/30/2018,10/07/2018,10/14/2018,10/21/2018,10/28/2018,11/04/2018,11/11/2018,11/18/2018,11/25/2018,12/02/2018,12/09/2018,12/16/2018,12/23/2018,12/30/2018,01/06/2019,01/13/2019,01/20/2019,01/27/2019,02/03/2019,02/10/2019,02/17/2019,02/24/2019,03/03/2019,03/10/2019,03/17/2019,03/24/2019,03/31/2019,04/07/2019,04/14/2019,04/21/2019,04/28/2019,05/05/2019,05/12/2019,05/19/2019,05/26/2019,06/02/2019,06/09/2019,06/16/2019,06/23/2019,06/30/2019,07/07/2019,07/14/2019,07/21/2019,07/28/2019,08/04/2019,08/11/2019,08/18/2019,08/25/2019,09/01/2019,09/08/2019,09/15/2019,09/22/2019,09/29/2019,10/06/2019,10/13/2019,10/20/2019,10/27/2019,11/03/2019,11/10/2019,11/17/2019,11/24/2019,12/01/2019,12/08/2019,12/15/2019,12/22/2019,12/29/2019,01/05/2020,01/12/2020,01/19/2020,01/26/2020,02/02/2020,02/09/2020,02/16/2020,02/23/2020,03/01/2020,03/08/2020,03/15/2020,03/22/2020,03/29/2020,04/05/2020,04/12/2020,04/19/2020,04/26/2020,05/03/2020,05/10/2020,05/17/2020,05/24/2020,05/31/2020,06/07/2020,06/14/2020,06/21/2020,06/28/2020,07/05/2020,07/12/2020,07/19/2020,07/26/2020,08/02/2020,08/09/2020,08/16/2020,08/23/2020,08/30/2020
TU116-300-A1,,,GTX1660,DT,U116,CH,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250,31275,56300,81325,137650,175150,212650,250150,227595,178283.2,128971.4,79659.6,52852.8,73389.6,113526.4,153663.2,193800,212300,233525,254750,275975,276325,279003,281681,284359,309012,272884,247423.5,221963,196502.5,232902.5,255872.5,278842.5,301812.5,288787.5,264725.6,240663.7,216601.799,202802.399,217219.299,273716.199,330213.1,386710,436942.5,420092,403241.5,379599.75,310933.749,267270.749,223607.749,186735.998,186735.998,179666.999,172597.999,165529,158460,208195,257930,307665,357400,352772.2,348144.4,343516.599,338888.799,338888.799,328626.599,318364.4,308102.2,297840,305522.25,313204.5,320886.749,328568.999,289876.349,251183.699,212491.049,173798.398,173798.398,241813.049,309827.699,377842.349,445856.999,431349.749,416842.5,402335.25,387828
TU116-300-A1,,,GTX1660,DT,U116,CH,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300624,316713,331476,304437,415802,427851,514432,498270,411399,455296,512469,506971,595057,563472,493784,484161,400350,404265,335426,373927,431223,387944,392579,529848,415301,488151,429992,353336,450375,359423,289889,391641,565885,573247,525490,496184,502967,510012,504684,371717,304708,358076,488984,467032,486054,606536,600500,690610,687134,848035,1156231,1302143,1340116,1407030,1476836,1537936
TU116-300-A1,,,GTX1660,DT,U116,CH,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,,,,,80,310,310,710,530,16200,120954,133654,169654,312464,252750,230850,179890,147090,100930,155710,165705,161175,123310,171570,179010,140295,117785,117489,93484,139385,185629,195480,330275,296665,210590,189390,133410,98570,113170,164830,185220,327925,381784,473094,415221,344350,366510,392250,396885,448315,411255,363122,375922,316611,347592,291178,325343,394795,362740,332087,437824,270454,286354,232144,164173,287023,237913,191242,314835,496075,492880,388855,348305,347965,356245,410230,294180,244630,290285,425570,404410,418680,552063,539418,641073,648014,826057,1150116,1296028,1338016,1407030,1476836,1537936
TU116-300-A1,,,GTX1660,DT,U116,CH,Raw Forecast,ChannelInv,374,374,374,374,374,374,374,374,374,374,374,374,380,380,380,395,395,395,395,395,395,395,634,634,634,634,634,634,634,634,634,634,634,2850,5549,5893,7274,7564,7649,7952,49954,131740,230126,278661,389280,540231,713565,884362,1079799,1254439,1496517,1697086,1940537,2184082,2390658,2622900,2832006,3024109,3203060,3393839,3594516,3779917,3969143,4141510,4289496,4432889,4592432,4701114,4851183,5029746,5208852,5387444,5688158,5982181,6290328,6605336,6920451,7229107,7499033,7868996,8200021,8550788,8877177,9261455,9708959,10199293,10604583,11009691,11483003,11960386,12400205,12722672,13011460,13236954,13479890,13769510,14090497,14511608,14940998,15429856,15912220,16421047,16887847,17401288,17894471,18360068,18841535,19285020,19754793,20174888,20656548,21169990,21664301,22109752
TU117-300-A1,,,GTX1650,DT,U117,CH,Raw Demand,Demand,,,,,,,,,,,,,,,,,,,,,,,,,,150,265,535,735,870,10795,53925,86552,129252,185553,200253,277826,325926,332800,331616,255916,179839,153779,142263,134938,139265,126895,116275,95945,103386,104338,107358,126727,186191,183309,175839,185609,156884,184604,186199,195580,230361,265395,209230,287296,263431,183358,280719,221263,225098,269171,234965,217227,227148,248427,194838,173109,149110,97194,84411,66931,53317,77822,112545,108377,198065,274993,339606,498395,464608,419212,309693,332962,366798,574640,565942,550351,532716,505821,442148,466903,428959,431413,444641,414416,379213,483267,525843,598169,625555,535833,543605,541653,547223
TU117-300-A1,,,GTX1650,DT,U117,CH,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16778.75,33557.5,50336.25,100536.25,136707.5,172878.75,209050,205970,220960,235950,250940,271760,238820,198005,157190,116375,124000,128108.75,132217.5,136326.25,123911.25,116718.5,109525.75,102333,96164,104373,112280.75,120188.5,128096.25,124762.75,125899,127035.25,128171.5,116015,122474.4,128933.8,135393.2,158177.6,146833.2,157464.3,168095.4,178726.5,190746.5,171935.25,153124,161100.5,138380.5,124516.25,110652,70000,70000,97806.5,125613,153419.5,181226,196654.75,212083.5,227512.25,242941,260966.35,278991.7,297017.05,315042.4,315042.4,328456.8,341871.2,355285.6,368700,372968.25,377236.5,381504.75,385773,365717.95,345662.9,325607.85,305552.8,305552.8,321290.6,337028.4,352766.2,368504,306303,244102,181901,119700
TU117-300-A1,,,GTX1650,DT,U117,CH,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,125028.75,200057.5,275086.25,325161.25,386407.5,447653.75,508900,488845,424920,360995,297070,289400,293300,280950,268600,256250,258500,278425,298350,318275,306385,280103,253821,227539,214572,219554,198034.75,176515.5,154996.25,155537.75,175349,195160.25,214971.5,188005,179126.4,170247.8,161369.2,172225.6,188869.2,191738.3,194607.4,197476.499,177121.499,169122.999,161124.5,156541.25,143212.25,131301.249,119390.249,104063.999,104063.999,108651.999,113239.999,117827.999,122415.999,143484.999,164554,185623,206692,211068.6,215445.2,219821.799,224198.399,224198.399,200448.799,176699.199,152949.599,129199.999,116915.999,104631.999,92347.999,80063.999,86527.199,92990.4,99453.6,105916.8,105916.8,113337.6,120758.4,128179.2,135600,131750,127900,124049.999,120199.999
TU117-300-A1,,,GTX1650,DT,U117,CH,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188670,194882,202878,186228,212017,219384,206596,271811,234403,269241,243550,210691,250758,217657,181870,182038,215023,189404,188655,165396,112851,109923,83284,127827,205022,258347,226859,213935,255737,258496,273612,302105,384733,397506,390749,357912,393147,400683,323134,374907,517682,496661,446553,398660,401397,435824,453611,461270,477547,499432,507785,523845,520700,524983,515885,547895
TU117-300-A1,,,GTX1650,DT,U117,CH,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,365,280,525,4325,99725,135505,97127,131426,163926,274886,262086,212388,143816,124436,69720,86860,112020,115815,88115,69750,73175,81636,73203,66827,117451,103319,157369,130824,96369,84955,92900,118998,122255,153905,182356,178756,227991,207358,225828,186853,165868,200509,182430,157427,158839,191891,168788,165539,139524,92338,93410,52617,91217,150545,184825,160057,139928,196424,207901,231451,279605,350714,373814,371057,329951,374528,379969,300420,363240,508865,487082,435641,385970,386207,416824,395440,407099,427641,455691,506434,521816,519238,523855,514703,547223
TU117-300-A1,,,GTX1650,DT,U117,CH,Raw Forecast,ChannelInv,,,,,,,,,,41,41,41,41,41,41,41,460,460,460,460,460,460,460,460,460,460,460,1235,1903,2077,2384,2718,2766,2787,2807,13664,43285,90335,171729,257085,414066,577302,767902,976619,1275414,1559538,1854432,2151911,2440307,2763014,3059537,3360223,3625648,3918224,4201282,4460706,4726499,4968036,5192135,5423179,5651515,5863669,6092407,6327578,6555870,6750578,6985335,7205537,7445163,7671113,7901486,8151390,8414077,8676692,8934183,9158967,9354774,9526522,9763460,10047111,10278819,10477984,10685846,10906682,11122506,11275934,11424966,11532664,11658240,11791982,11995820,12218608,12427237,12639887,12865107,13144684,13403493,13664440,13905898,14164730,14456667,14714910,14984946,15227986,15521575,15795679,16055336,16312309,16552087,16806827,17064993,17328322,17556199,17556225
